Munip,CodIBGE,Index,DtInicial,DtFinal,Regiao,Estado,Cidade,Produto,NmPostPesq,UnidMedida,PcMedRev,PcDevRev,PcMinRev,PcMaxRev,MgMedRev,CfVarRev,PcMedDist,PcDevDist,PcMinDist,PcMaxDist,MgMedDist,CfVarDist,Periodo,Combust,TipoRelat,DistMean,DistDev,DistMin,DistMax,RefinMean,RefinDev,RefinMin,RefinMax
JABOTICABAL,3524303,39354,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,JABOTICABAL,GASOLINA COMUM,11,R$/l,3.927,0.050440604134512,3.849,3.999,0.77,0.013,3.157,0.159427099327561,3.06,3.341,0.05,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,80.30271505693018,34.37998138146307,49.147714543685304,122.32376770311083,1071.4306714730603,752.3784686433498,204.14818073985714,2367.055343088617
JACAREÍ,3524402,39355,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,JACAREI,GASOLINA COMUM,16,R$/l,3.83,0.134336331645613,3.679,4.199,0.616,0.035,3.214,0.080084621911243,3.124,3.302,0.025,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,55.57558811193741,21.637687704219886,18.72475631731084,80.6917607444655,991.5830656199186,892.045571428913,19.55722225639239,2691.9101274294703
JALES,3524808,39358,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,JALES,GASOLINA COMUM,9,R$/l,3.953,0.088756846371296,3.799,4.099,0.675,0.022,3.278,0.100228006731319,3.22,3.3936,0.031,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,195.6148536819824,53.01359139842094,134.30495414481987,266.69763755218514,1207.8518346875376,659.5444206314387,446.763406196793,2270.3039465620177
JAÚ,3525300,39363,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,JAU,GASOLINA COMUM,13,R$/l,3.828,0.084298234309458,3.699,3.99,0.587,0.022,3.241,0,3.2405,3.2405,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,98.670122412144,48.77089276865443,47.62168760107652,152.7141323847499,1076.4220214046072,813.0971187935131,154.26446129658078,2450.7374234139074
JOSÉ BONIFÁCIO,3525706,39370,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,JOSE BONIFACIO,GASOLINA COMUM,9,R$/l,3.854,0.286769555179377,3.399,4.199,0.694,0.074,3.16,0.07415706304864,3.0809,3.26,0.023,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,103.92244175283106,53.13431954970565,42.11363659536027,155.5830434279229,1146.2873096294438,719.8000082825677,322.50081639518703,2273.1307633919073
JUNDIAÍ,3525904,39374,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,JUNDIAI,GASOLINA COMUM,22,R$/l,3.835,0.14515941378793,3.578,4.099,0.618,0.038,3.217,0.096525100362548,3.0833,3.3305,0.03,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,52.22397747695213,8.160209689747221,35.75251836643888,57.518164474197896,1007.083549076843,887.2187374647546,56.837023974907325,2627.2595205875637
LEME,3526704,39382,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,LEME,GASOLINA COMUM,17,R$/l,3.624,0.190384479409431,3.388,4.059,0.624,0.053,3,0,3,3,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,64.185028415009,0.589073031615949,63.51189059454953,64.94489546145674,1020.7191437423538,825.6944379007996,65.65016353911832,2506.4740209912634
LIMEIRA,3526902,39384,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,LIMEIRA,GASOLINA COMUM,23,R$/l,3.685,0.10873480085509,3.399,3.999,0.575,0.03,3.11,0.120137764670398,2.93,3.1731,0.039,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,31.639275079911773,0.261513164173616,30.9930751420759,31.94764096530393,1019.7699683242605,849.2695441774661,33.223099636304426,2540.1712286738893
LINS,3527108,39387,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,LINS,GASOLINA COMUM,15,R$/l,3.85,0.199051273605093,3.499,4.099,0.471,0.052,3.379,0.224859956417322,3.22,3.538,0.067,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,105.30115884263674,6.720921179598722,101.59424113190549,125.16731102753752,1145.1973755526012,756.4554974496775,294.2404794786168,2330.615093217118
LORENA,3527207,39390,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,LORENA,GASOLINA COMUM,8,R$/l,3.792,0.104573965621058,3.689,3.899,0.436,0.028,3.356,0.11879393923934,3.272,3.44,0.035,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,130.08560991017913,34.706534527866424,86.28914927072779,177.91351358370392,985.0097452793681,852.0492371232762,88.010862470396,2694.0011859678316
MARÍLIA,3529005,39404,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,MARILIA,GASOLINA COMUM,13,R$/l,3.702,0.139233708709585,3.599,3.999,0.552,0.038,3.15,0.02786000717875,3.1301,3.1695,0.009,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,102.80786072771673,22.769667634890624,85.94035559438953,148.29913442609526,1156.4264817868402,784.7030626751304,295.6088750526618,2392.274305758839
MATÃO,3529302,39406,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,MATAO,GASOLINA COMUM,16,R$/l,4.12,0.081146677894621,3.899,4.199,0.926,0.02,3.194,0.066043773362824,3.1469,3.2403,0.021,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,88.19928833969406,14.168026067868537,73.45823037854437,106.03878977169771,1069.8245717509383,774.0816330134901,178.19401644649747,2396.5518308719215
MAUÁ,3529401,39407,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,MAUA,GASOLINA COMUM,10,R$/l,3.884,0.141485806119672,3.549,4.099,0.771,0.036,3.113,0.10882373362461,3.036,3.1899,0.035,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,24.81062518057777,9.836281106358529,11.815723986045027,41.98380848321244,1006.2316893316328,910.6005018898958,4.084773540075622,2695.9376024979524
MIRASSOL,3530300,39409,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,MIRASSOL,GASOLINA COMUM,9,R$/l,3.757,0.137547971429769,3.549,3.899,0.598,0.037,3.159,0.074656725528693,3.085,3.2592,0.024,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,99.84423365858491,75.61663074625872,12.943874798074981,173.33969966281725,1139.3067491046245,707.459857818294,324.56139609143725,2259.5021888614847
MOCOCA,3530508,39410,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,MOCOCA,GASOLINA COMUM,10,R$/l,3.875,0.249948639168574,3.649,4.299,0.775,0.065,3.1,0,3.1,3.1,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,111.82855027427644,21.588400059889892,89.08856395076405,138.3371021033377,1015.2221985750521,781.6387145678743,140.07453715667887,2464.783270384352
MOGI DAS CRUZES,3530607,39411,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,MOGI DAS CRUZES,GASOLINA COMUM,20,R$/l,3.663,0.111886926003561,3.399,3.899,0.601,0.031,3.062,0.038451527928029,3.04,3.1066,0.013,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,39.28403144642164,11.191312842755824,20.840531278376755,54.54034138194368,999.1705598567573,902.678574927559,31.95049458303558,2697.9377511350663
MOGI GUAÇU,3530706,39412,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,MOGI GUACU,GASOLINA COMUM,13,R$/l,3.858,0.133473131839621,3.599,3.999,0.718,0.035,3.14,0.087560931166055,3.04,3.239,0.028,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,44.02061236649445,0.918881359142113,42.95536208211323,45.23215991904404,1003.6995385386153,841.7582130782621,44.61085561553259,2549.057337850777
MOGI MIRIM,3530805,39413,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,MOGI MIRIM,GASOLINA COMUM,12,R$/l,3.752,0.285693242460998,3.299,4.39,0.611,0.076,3.141,0.215573073457703,2.9555,3.3775,0.069,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,36.95094802802914,0.914136880481042,35.89079632368353,38.13597657969306,1003.6863617036968,846.0353037671567,37.457573280372614,2554.4083297971497
MONTE ALTO,3531308,39414,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,MONTE ALTO,GASOLINA COMUM,10,R$/l,3.94,0.114158758850218,3.799,4.099,0.842,0.029,3.098,0.085559920523572,3.037,3.158,0.028,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,81.46487283257403,22.565293507182098,37.7001397820074,106.44098642084512,1079.8874209333026,750.4771629361634,214.78527890660516,2357.817796026997
OLÍMPIA,3533908,39429,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,OLIMPIA,GASOLINA COMUM,7,R$/l,3.599,0,3.599,3.599,0.372,0,3.227,0.01838477631085,3.214,3.24,0.006,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,83.1088113551414,36.16249550054748,36.04764535715595,121.9938693545056,1108.343425000443,710.6310257907246,287.2971090492816,2285.3042719669943
OSASCO,3534401,39432,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,OSASCO,GASOLINA COMUM,23,R$/l,3.758,0.133477552108945,3.499,3.999,0.584,0.036,3.174,0.109883333586127,3.0371,3.3078,0.035,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,30.420496984608597,16.873149376928314,3.898998271601554,53.32875042794241,1011.7903674503385,902.8407158759513,33.4001772402865,2664.48675898527
OURINHOS,3534708,39434,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,OURINHOS,GASOLINA COMUM,16,R$/l,3.837,0.246284896004607,3.449,4.249,0.607,0.064,3.23,0.079660592515999,3.1419,3.2976,0.025,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,85.26588112944354,55.13449909773792,1.346152847951915,141.88704776336465,1156.0439871575334,827.3663955804401,282.1097710500298,2459.131394717652
PARAGUAÇU PAULISTA,3535507,39442,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,PARAGUACU PAULISTA,GASOLINA COMUM,9,R$/l,3.867,0.072418536608001,3.779,3.999,0.602,0.019,3.265,0,3.265,3.265,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,110.36096635498296,25.286863728423164,87.57484648376702,157.32281246293593,1196.2393831414386,786.0186785924075,355.65112976036744,2447.495996428842
PAULÍNIA,3536505,39456,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,PAULINIA,GASOLINA COMUM,15,R$/l,3.641,0.232780051509901,3.399,4.297,0.493,0.064,3.148,0.094507558486669,3.03,3.3002,0.03,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,3.41149282992917,0.409910244968344,2.751714638963637,3.98481543221063,1009.58973311769,864.9823775835289,4.113785582247829,2572.5782229491033
PINDAMONHANGABA,3538006,39464,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,PINDAMONHANGABA,GASOLINA COMUM,7,R$/l,3.81,0.104471458850184,3.599,3.899,0.397,0.027,3.413,0.06156500629416,3.321,3.446,0.018,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,108.87766509085176,34.00181499049985,45.602696948076286,145.6018909486258,985.51167809765,866.8657987794875,47.26535333405926,2689.592469378291
PIRACICABA,3538709,39467,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,PIRACICABA,GASOLINA COMUM,19,R$/l,3.836,0.229095041438474,3.439,4.357,0.685,0.06,3.151,0.137544701293075,2.94,3.4234,0.044,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,51.06651129731268,0.504109645648614,49.690021374278075,51.52231111106734,1031.6498183425583,853.9600555363893,52.793783901069595,2541.108264587279
PIRASSUNUNGA,3539301,39468,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,PIRASSUNUNGA,GASOLINA COMUM,13,R$/l,3.764,0.179505588799503,3.429,3.999,0.631,0.048,3.133,0,3.1328,3.1328,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,85.29476720295547,0.637778864331981,84.56684402642173,86.1812206992144,1023.7113405277073,812.740032547993,86.72421947271549,2486.9019816955997
POÁ,3539806,39470,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,POA,GASOLINA COMUM,9,R$/l,3.77,0.142375384108349,3.63,3.999,0.428,0.038,3.342,0.031749094475276,3.32,3.3649,0.01,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,29.12344100970976,13.95479901405733,11.668300372326742,49.43089426673494,1000.7517096269089,904.3432733604889,18.612584417495853,2689.676895165493
PORTO FERREIRA,3540705,39477,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,PORTO FERREIRA,GASOLINA COMUM,7,R$/l,3.93,0.09788233947425,3.799,4.099,0.685,0.025,3.245,0.109601551083915,3.167,3.322,0.034,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,95.86079256987595,5.3648103157576,89.210723569395725,101.12119534487216,1027.2605580133559,803.1305211029359,102.83125957205594,2471.247478640634
PRAIA GRANDE,3541000,39482,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,PRAIA GRANDE,GASOLINA COMUM,14,R$/l,3.919,0.236122523605534,3.379,4.299,NA,0.06,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,48.96163667552895,19.79961651153991,12.98582173466835,69.5541006689326,1020.9938159365341,917.601856087752,15.393618506915598,2729.0727366058095
RIBEIRÃO PIRES,3543303,39490,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,RIBEIRAO PIRES,GASOLINA COMUM,8,R$/l,3.998,0.191412372715484,3.599,4.199,0.858,0.048,3.14,0.185988091016602,3.006,3.3521,0.059,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,28.073289128152613,10.51531301535408,17.815856805998497,47.78593158991083,1007.0378625699819,911.4882841911146,10.137235928757386,2701.8965605522867
RIBEIRÃO PRETO,3543402,39491,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,RIBEIRAO PRETO,GASOLINA COMUM,32,R$/l,3.701,0.26880080165011,3.399,4.899,0.67,0.073,3.031,0.101115923572897,2.939,3.1393,0.033,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,75.24611081949294,68.16781055000297,8.003140614524106,170.3089008098491,1049.2195560107468,754.5589957139981,184.509277182848,2390.8800039979865
RIO CLARO,3543907,39494,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,RIO CLARO,GASOLINA COMUM,13,R$/l,3.683,0.188228959051579,3.359,3.999,0.563,0.051,3.12,0.085324381040826,2.999,3.18,0.027,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,54.85461319060459,0.270967680348705,54.367447990621685,55.20983107675807,1027.101083196537,837.4780498186677,56.44167181391256,2517.134573484331
SALTO,3545209,39502,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SALTO,GASOLINA COMUM,10,R$/l,3.677,0.17497936386265,3.399,3.999,0.639,0.048,3.038,0.092001811576367,2.946,3.13,0.03,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,54.52853532722406,0.471931712120644,53.80257173293345,55.16405468939537,1022.4057117470072,883.1467652724333,55.14273255842939,2605.526059410935
SANTA BÁRBARA D'OESTE,3545803,39504,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SANTA BARBARA D'OESTE,GASOLINA COMUM,14,R$/l,3.834,0.11437909303311,3.699,3.999,0.744,0.03,3.09,0.105378147639821,2.99,3.2299,0.034,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,27.29463124510559,0.537238390145232,25.868960867911536,27.799565761477542,1020.980377555323,860.0628729192292,29.016108481309004,2557.2419687523275
SANTA CRUZ DO RIO PARDO,3546405,39506,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SANTA CRUZ DO RIO PARDO,GASOLINA COMUM,9,R$/l,3.698,0.180088481339344,3.459,3.99,0.485,0.049,3.213,0.057735026918963,3.18,3.28,0.018,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,85.7721994497261,49.18296505343113,24.044474771088375,168.0895805728237,1140.5423239093143,827.7212842300719,256.5418058876828,2454.1067236507747
SANTO ANDRÉ,3547809,39514,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SANTO ANDRE,GASOLINA COMUM,26,R$/l,3.776,0.185558620221378,3.279,3.999,0.655,0.049,3.121,0.03417567012615,3.0877,3.1703,0.011,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,22.306220015707844,10.654542512360102,5.65980867807209,34.78780620230803,1007.4499214307876,910.0502010736675,5.28222799403403,2690.6573466951395
SANTOS,3548500,39519,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SANTOS,GASOLINA COMUM,14,R$/l,3.874,0.245325898965635,3.449,4.199,0.79,0.063,3.084,0.121518919749736,2.9435,3.3016,0.039,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,45.728468387132786,19.008771732607794,11.659339776919213,69.43858071083578,1016.2404636108694,916.0272325293735,12.060486428361221,2727.386185534772
SÃO BERNARDO DO CAMPO,3548708,39520,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SAO BERNARDO DO CAMPO,GASOLINA COMUM,20,R$/l,3.829,0.195973816725871,3.479,4.299,0.7,0.051,3.129,0.082190202081403,3.0012,3.3378,0.026,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,24.924080247013865,10.042539413948491,10.916549991500084,39.04590401952228,1009.9271097245927,911.515859457017,10.391458079385202,2694.3619984149027
SÃO CAETANO DO SUL,3548807,39521,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SAO CAETANO DO SUL,GASOLINA COMUM,13,R$/l,3.829,0.277612301138818,3.499,4.399,0.689,0.073,3.14,0.1945,2.9455,3.3345,0.062,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,20.186474814058236,12.78507476128549,1.578889385628633,33.30247077989415,1007.2824185617694,908.1523160439822,9.491974695260351,2684.4018969879808
SÃO CARLOS,3548906,39522,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SAO CARLOS,GASOLINA COMUM,21,R$/l,3.696,0.088512872348764,3.609,3.899,0.492,0.024,3.204,0.074072413893433,3.109,3.2663,0.023,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,104.72744141641547,5.173403747785984,97.40706699894703,109.07695317367535,1043.6354630016342,807.5968332479022,110.87141087269531,2461.968368408196
SÃO JOÃO DA BOA VISTA,3549102,39526,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SAO JOAO DA BOA VISTA,GASOLINA COMUM,14,R$/l,3.781,0.094195057148498,3.599,3.899,0.647,0.025,3.134,0.090604690827793,3.055,3.263,0.029,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,89.98743529591506,0.92009597495099,88.92180650446927,91.22369286201018,1002.6577558259999,816.5882571308352,90.66573759836889,2522.587306825717
SÃO JOSÉ DO RIO PRETO,3549805,39531,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SAO JOSE DO RIO PRETO,GASOLINA COMUM,23,R$/l,3.816,0.127927706239561,3.549,3.999,0.623,0.034,3.193,0.095693458501613,3.104,3.2986,0.03,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,92.84632353797167,79.50870814493298,2.224432843360671,170.32191762107476,1132.117642771466,709.0072030920463,314.75947915677216,2266.228621554116
SÃO JOSÉ DOS CAMPOS,3549904,39532,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SAO JOSE DOS CAMPOS,GASOLINA COMUM,17,R$/l,3.689,0.132279005492624,3.499,3.997,0.553,0.036,3.136,0.100809293553058,3.016,3.32,0.032,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,64.38776059700713,31.878827246438266,4.833765102043858,96.6488758226565,988.0743076622736,886.4647751410405,5.673807940126744,2686.2927687437173
SÃO PAULO,3550308,39538,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SAO PAULO,GASOLINA COMUM,179,R$/l,3.782,0.304379841137132,3.279,4.999,0.627,0.08,3.155,0.110600378131619,3.006,3.427,0.035,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,20.61936445462429,12.276710298297626,4.216865078252629,38.08048748636793,1005.960199721909,906.2671974147281,12.041143111028944,2680.1478161365144
SÃO ROQUE,3550605,39539,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SAO ROQUE,GASOLINA COMUM,9,R$/l,3.764,0.13847542902784,3.599,3.999,0.703,0.037,3.061,0.086040658993292,2.94,3.18,0.028,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,62.37726933937853,17.67973350406899,31.342414913094586,81.71737822657562,1024.240511868919,898.3734196741852,67.72901339157897,2644.52925903089
SÃO VICENTE,3551009,39541,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SAO VICENTE,GASOLINA COMUM,12,R$/l,3.802,0.178993397542022,3.569,3.999,NA,0.047,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,46.26721419721689,19.85141405954564,10.189021150354444,68.31283131272598,1018.6130572122523,916.9982653934857,12.051484300479355,2727.3957978400754
SERTÃOZINHO,3551702,39550,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SERTAOZINHO,GASOLINA COMUM,11,R$/l,4.007,0.122414274271649,3.779,4.199,0.606,0.031,3.401,0.398378379600768,3.046,3.832,0.117,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,73.59755626060613,60.40578319564233,13.205899146497565,150.31448681512143,1057.9521645382113,749.0825202749677,197.27184497660878,2375.515749771055
SOROCABA,3552205,39555,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SOROCABA,GASOLINA COMUM,26,R$/l,3.531,0.133158003312433,3.249,3.699,0.499,0.038,3.032,0.016248076809272,3.016,3.046,0.005,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,85.56048107839565,10.347044696981298,64.17068263343751,91.26698080129265,1036.5808631615478,892.4917218816206,91.61931303986462,2623.6923026920895
SUMARÉ,3552403,39558,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SUMARE,GASOLINA COMUM,16,R$/l,3.726,0.184922280972305,3.399,3.999,0.516,0.05,3.21,0.134047367250038,3.0595,3.3847,0.042,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,15.716179482986732,0.572975707615371,14.420331590480089,16.400745373166735,1014.9668596083565,866.2153589855908,17.13377755514662,2571.8580137326658
SUZANO,3552502,39559,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,SUZANO,GASOLINA COMUM,14,R$/l,3.892,0.120666646429076,3.599,4.099,0.723,0.031,3.169,0.095304683340677,3.02,3.2658,0.03,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,31.920671822712674,13.73445312424382,15.3180524353012,53.39710040104643,1000.5400047675422,904.3535230557845,21.19902967806926,2692.6738957860016
TABOÃO DA SERRA,3552809,39560,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,TABOAO DA SERRA,GASOLINA COMUM,13,R$/l,3.995,0.318629758617934,3.649,4.992,0.875,0.08,3.12,0,3.12,3.12,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,31.191825311090795,13.553160927440862,13.076672111097295,49.97268717831255,1014.3675475455926,906.1810688620895,30.984538902847092,2672.8926977804385
TATUÍ,3554003,39561,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,TATUI,GASOLINA COMUM,10,R$/l,3.62,0.18494110173542,3.469,3.99,0.486,0.051,3.134,0.154562285179794,2.97,3.377,0.049,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,99.20054429489012,0.571332421449122,97.93322931690838,99.89298782009648,1050.6851686144103,879.9910518786193,100.53831016246332,2588.1597491610764
TAUBATÉ,3554102,39562,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,TAUBATE,GASOLINA COMUM,13,R$/l,3.813,0.090327041128193,3.699,3.999,0.629,0.024,3.184,0.083792153570606,3.1245,3.243,0.026,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,97.04307166567199,34.1479930104329,31.21495369984924,130.89861746789092,986.4572318897282,873.348983729465,32.97258363734088,2692.4730360289254
TUPÃ,3555000,39576,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,TUPA,GASOLINA COMUM,11,R$/l,3.756,0.024647330668673,3.699,3.799,0.603,0.007,3.153,0.073539105243401,3.101,3.205,0.023,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,133.11413925415104,27.96696580362024,92.89944749101029,165.335344865175,1191.4580800123044,759.9264781307735,359.2237441564962,2403.031903477557
UBATUBA,3555406,39578,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,UBATUBA,GASOLINA COMUM,9,R$/l,3.975,0.103333333333333,3.759,4.099,0.629,0.026,3.346,0.109460129727678,3.269,3.4238,0.033,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,130.47368554397025,25.119820128911464,80.32902153195681,152.7700775511319,1001.7443404355664,879.4207952897327,82.21947655101683,2758.6362255606364
VALINHOS,3556206,39588,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,VALINHOS,GASOLINA COMUM,14,R$/l,3.814,0.136876378010024,3.597,3.999,0.687,0.036,3.127,0.079526328973492,3.019,3.2375,0.025,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,31.015709244496556,0.31049173954313,30.3673087447446,31.422048073461937,1007.0769888012904,876.3301848991332,30.301329331630114,2601.034129147585
VÁRZEA PAULISTA,3556503,39592,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,VARZEA PAULISTA,GASOLINA COMUM,10,R$/l,3.752,0.144071741388333,3.599,3.899,0.592,0.038,3.16,0.098329378451542,3.065,3.277,0.031,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,49.25569406446987,9.673222944964497,32.328928406732715,62.64093557630127,1005.8435516264828,888.8766516531601,59.00191774943658,2632.9104830521565
VINHEDO,3556701,39598,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,VINHEDO,GASOLINA COMUM,11,R$/l,3.917,0.076133853418592,3.759,3.999,0.729,0.019,3.188,0.116163047767639,3.03,3.3765,0.036,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,37.75409384448638,0.310709372607555,37.0984716128502,38.14986011786608,1007.3310816752683,879.2600676713895,37.09878553597603,2607.6208684811268
VOTORANTIM,3557006,39603,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,VOTORANTIM,GASOLINA COMUM,10,R$/l,3.599,0.115470053837925,3.499,3.799,0.471,0.032,3.128,0.085023026292881,3.02,3.2237,0.027,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,88.04977486007125,12.09921797764201,63.448776734895894,95.24369799693672,1037.4307173479333,894.2142815747371,95.73825164571221,2628.105516418404
VOTUPORANGA,3557105,39604,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,VOTUPORANGA,GASOLINA COMUM,12,R$/l,3.931,0.063508529610859,3.799,3.999,0.596,0.016,3.335,0.177264952354754,3.136,3.4755,0.053,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,158.41738078167504,73.47787650448447,73.71566163841995,231.0348802780617,1171.3864147270292,676.2035000475489,389.8288542619958,2240.9860121480624
ARARANGUÁ,4201406,39173,2020-04-26,2020-05-02,SUL,SANTA CATARINA,ARARANGUA,GASOLINA COMUM,11,R$/l,3.792,0.082456489903905,3.679,3.998,NA,0.022,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,157.93173843195095,59.10876965238233,24.986137194344217,211.56188731676468,1424.2597298920448,1022.5845168535891,193.1129976849511,3062.502222480205
